Species_ID	Gene_ID	Group	Annotation	Main_catalytic_domain_(Pssm-ID)	Additional_domains_(Pssm-ID)	Notes
Poku	DN88526.c2.g1.i1.p1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036)	-
Ppur	DN59408.c0.g1.i2.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pstr	KAK3589495.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pvir	s01329g124	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Pyes	XP_021363304.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Rdec	DN8028.c0.g1.i1.p1	Fox	Fox-P	Forkhead_domain_P_(410807)	FOXP_coiled-coil_domain_(465036;_partial)	-
Rphi	XP_060586741.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Sbro	EVM0004295.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Scon	Chr7.2129	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036;_partial)	-
Scon	Chr7.2133	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Sglo	Sgl011345	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Sgra	DN17101.c0.g1.i13.p1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Tgra	KAJ8302344.1	Fox	Fox-P	Forkhead_domain_P2_(410839)	FOXP_coiled-coil_domain_(465036)	-
Acal	XP_005099459.2	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Airc	Contig1420.28	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Amar	Ama29905	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Apur	scaffold.832.35	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Bgla	XP_055865367.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Cang	XP_052699620.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Cari	EVM0002665.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Cgig	XP_011425762.2	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Cpli	DN105612.c0.g1.i1.p1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Csin	Hic.asm.16.4	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Cvir	XP_022333968.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Dpol	XP_052280896.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Gaeg	XP_041363029.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Gaeg	XP_041363041.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Hbia	M00000035328	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Hruf	XP_046373579.2	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mcal	XP_052101305.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mchi	DN22486.c0.g2.i1.p1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mcor	CAC5388792.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Medu	CAG2191193.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mgal	VDI74621.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mmar	MMAM00000000686	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mmer	XP_045215524.2	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mner	g200553.t1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Mphi	scaf.22910.1.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Obim	XP_014767584.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pcan	XP_025078472.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pcor	DN99235.c0.g1.i1.p1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pmar	DN49466.c0.g1.i1.p1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pmax	XP_033751003.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pstr	KAK3595133.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pvir	s00115g23	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Pyes	XP_021343668.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Rphi	XP_060571531.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Sbro	EVM0023378.1	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Scon	Chr5.1974	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Scon	Chr5.2105	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Sglo	Sgl009183	Fox	Fox-Q2	Forkhead_domain_Q2_(410809)	N/A	Manually_annotated_as_Fox-Q2a
Acal	XP_005109004.3	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Airc	Contig879.9	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Amar	Ama25952	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Amar	Ama27375	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Cang	XP_052676682.1	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cang	XP_052680288.1	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cang	XP_052677368.1	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cari	EVM0001935.1	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cari	EVM0027332.1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Cgig	XP_034306826.1	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cgig	XP_011447567.2	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Cpli	DN157619.c0.g1.i1.p1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Cvir	XP_022300767.1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Cvir	XP_022300750.1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Dpol	XP_052277921.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Dpol	XP_052227296.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041366967.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041378820.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041347225.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041375925.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041375913.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Gaeg	XP_041379015.1	Fox	N/A	Forkhead_domain_N1_(410804)	N/A	-
Hbia	M00000018946	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mare	XP_052791886.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mare	XP_052771066.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mcal	XP_052098820.1	Fox	N/A	Forkhead_domain_L1_(410801)	N/A	-
Mcor	CAC5419379.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Medu	CAG2194707.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Medu	CAG2208945.1	Fox	N/A	Forkhead_domain_L1_(410801)	N/A	-
Mgal	VDI15902.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mgal	VDI52978.1	Fox	N/A	Forkhead_domain_L1_(410801)	N/A	-
Mmar	MMAM00000049704	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mmer	XP_045216636.2	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mmer	XP_045189131.2	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mner	g159704.t1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mphi	scaf.46189.0.0	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mphi	scaf.15444.0.2	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Mphi	scaf.27787.1.10	Fox	N/A	Forkhead_domain_L1_(410801)	N/A	-
Obim	XP_014777604.1	Fox	N/A	Forkhead_domain_M_(410803)	N/A	-
Oedu	XP_048739629.2	Fox	N/A	Forkhead_domain_H_(410796)	N/A	-
Osin	XP_036359188.1	Fox	N/A	Forkhead_domain_M_(410803)	N/A	-
Osin	XP_029655092.1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Osin	XP_029655092.1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Pcor	DN89866.c4.g1.i1.p1	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Pcor	DN55206.c2.g1.i1.p2	Fox	N/A	Forkhead_domain_FOXJ2,_FOXJ3_(410798)	N/A	-
Pcor	DN155905.c0.g1.i1.p1	Fox	N/A	Forkhead_domain_P_(410807)	N/A	-
Pmax	XP_033750561.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Pstr	KAK3585306.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Pvir	s00585g48	Fox	N/A	Forkhead_domain_L1_(410801)	N/A	-
Pyes	XP_021348419.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Rdec	DN23525.c0.g1.i1.p1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Rphi	XP_060585776.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Rphi	XP_060551131.1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Scon	Chr5.397	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Sglo	Sgl021575	Fox	N/A	Forkhead_domain_(410788)	N/A	-
Tsqu	DN23960.c0.g1.i1.p1	Fox	N/A	Forkhead_domain_Q2_(410809)	N/A	-
Acal	XP_035824685.1	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Acal	XP_012946205.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Acal	XP_005105939.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Apec	DN48806.c0.g1.i1.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Apec	DN108003.c0.g1.i1.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Apur	scaffold.391.70	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Bgla	XP_013078241.2	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Bgla	XP_013078156.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Cang	XP_052697278.1	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Cang	XP_052713692.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Cari	EVM0018891.1	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674;_partial)	-
Cari	EVM0005567.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Cgig	XP_011425869.2	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Cgig	XP_034335819.1	Sox	N/A	High_mobility_group_box_(438820)	CW-type_Zinc_Finger_(462181)	-
Cvir	XP_022330758.1	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Cvir	XP_022339079.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Dpol	XP_052271004.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Gaeg	XP_041377139.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Hbia	M00000038049	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Hbia	M00000004998	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Hruf	XP_046329595.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Hruf	XP_048239511.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Mcor	CAC5384832.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Medu	CAG2253429.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Mgal	VDI78477.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Mmod	DN113112.c0.g1.i1.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Obim	XP_014776519.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Oedu	XP_048738250.2	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Oedu	XP_048752144.2	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Osin	XP_036358200.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Osin	XP_029654541.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Osin	XP_029656568.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Osin	XP_029657644.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Osin	XP_029656220.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Osin	XP_029657648.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Osin	XP_029655056.1	Sox	N/A	High_mobility_group_box_B_(438790)	N/A	-
Osin	XP_029655785.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Osin	XP_029656129.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Osin	XP_029654991.1	Sox	N/A	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Pcan	XP_025104729.1	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Pcor	DN32781.c0.g1.i1.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Pcor	DN21964.c0.g1.i2.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Pmar	DN33290.c0.g1.i2.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Pmar	DN35008.c0.g1.i4.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Pmax	XP_033755821.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Ppur	DN4784.c0.g1.i4.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Pyes	XP_021347051.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Sbro	EVM0018224.1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Sglo	Sgl009175	Sox	N/A	High_mobility_group_box_(438820)	Helix_loop_helix_domain_(197674)	-
Sglo	Sgl012029	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Tsqu	DN639.c0.g1.i1.p1	Sox	N/A	High_mobility_group_box_(438820)	N/A	-
Acal	XP_005108230.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Acal	XP_035824438.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Airc	Contig449.126	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Airc	Contig144.115	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Amar	Ama33032	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Amar	Ama33828	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Apec	DN29410.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Apec	DN12297.c0.g1.i3.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Apur	scaffold.15489.10	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Apur	scaffold.865.4	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Bgla	XP_013075432.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Bgla	XP_055868106.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cang	XP_052706368.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cang	XP_052705551.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cari	EVM0026792.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cari	EVM0013965.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cflu	DN118670.c2.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cflu	DN99542.c1.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cgig	XP_011433975.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cgig	XP_011455662.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cpli	DN31343.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cpli	DN98511.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Csin	Hic.asm.6.930	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Csin	Hic.asm.6.233.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cvir	XP_022286516.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Cvir	XP_022343230.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Dpol	XP_052214544.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Dpol	XP_052217420.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Gaeg	XP_041353075.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Gaeg	XP_041357874.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Hbia	M00000002798	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Hbia	M00000033682	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Hruf	XP_046370193.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Hruf	XP_046326733.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Lorb	DN80278.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Lorb	DN14.c4.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mare	XP_052784929.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mare	XP_052784720.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mcal	XP_052105617.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mcal	XP_052104911.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mchi	DN33632.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mchi	DN45716.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mcor	CAC5401077.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mcor	CAC5413203.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Medu	CAG2229644.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Medu	CAG2206403.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mgal	VDI33296.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mgal	VDI69660.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmar	MMAM00000041532	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmar	MMAM00000023253	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmer	XP_045201594.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmer	XP_045201080.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmod	DN1981.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mmod	DN78279.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mner	g140596.t1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mner	g157489.t1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mphi	scaf.66349.0.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Mphi	scaf.24206.0.4	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Obim	XP_014789971.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Obim	XP_014780771.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Oedu	XP_048746651.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Oedu	XP_048746663.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Osin	XP_029654000.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Osin	XP_029655838.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pcan	XP_025079293.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pcan	XP_025078598.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pcor	DN9087.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pcor	DN14753.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Pcor	DN5688.c0.g1.i10.p2	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pcor	DN5688.c0.g3.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_A,_B_and_G_(438837)	N/A	-
Pcor	DN9742.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pgen	DN5232.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pgen	DN1199.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pmar	DN30477.c0.g2.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pmar	DN30459.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pmax	XP_033760067.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pmax	XP_033759382.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Poku	DN51870.c1.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Poku	DN1067.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Ppur	DN202737.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pstr	KAK3586311.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pstr	KAK3589936.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pvir	s00319g159	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pvir	s00037g281	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pyes	XP_021356125.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pyes	XP_021344413.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Pyes	XP_021372128.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Rdec	DN21477.c2.g7.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Rphi	XP_060556101.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Rphi	XP_060561544.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sbro	EVM0016386.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sbro	EVM0007529.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Scon	Chr9.1352	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Scon	Chr9.1522	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Scon	Chr9.1514	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sglo	Sgl010100	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sglo	Sgl020107	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sgra	DN3782.c0.g1.i3.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Sgra	DN357.c1.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Tgra	KAJ8310140.1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Tsqu	DN97880.c0.g1.i1.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Tsqu	DN50556.c0.g1.i2.p1	Sox	Sox-B1/2	High_mobility_group_box_B_(438790)	N/A	-
Airc	Contig80.70	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Amar	Ama12726	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Apec	DN12286.c0.g3.i1.p1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Apur	scaffold.16.61	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
Cang	XP_052689209.1	Sox	Sox-C	High_mobility_group_box_C_(438838)	N/A	-
